Year,Date,Experiment,Plot,Species,Mass(g),Mass g/m^2)
2009,08/17/09,E244,144,Schizachyrium scoparium,0.87,8.7
2009,08/17/09,E244,145,Crepis tectorum,0.04,0.4
2009,08/17/09,E244,145,Schizachyrium scoparium,0.92,9.2
2009,08/17/09,E244,146,Aristida basiramea,0.06,0.6
2009,08/17/09,E244,146,Crepis tectorum,0.03,0.3
2009,08/17/09,E244,146,Lupinus perennis,1,10
2009,08/17/09,E244,146,Miscellaneous litter,0.06,0.6
2009,08/17/09,E244,146,Schizachyrium scoparium,0.12,1.2
2009,08/17/09,E244,146,Sorghastrum nutans,2.34,23.4
2009,08/17/09,E244,146,Taraxicum officinalis,0.004,0.04
2009,08/17/09,E244,147,Aristida basiramea,0.37,3.7
2009,08/17/09,E244,147,Digitaria sp.,0.07,0.7
2009,08/17/09,E244,147,Erigeron canadensis,0.02,0.2
2009,08/17/09,E244,147,Lupinus perennis,0.12,1.2
2009,08/17/09,E244,147,Sorghastrum nutans,2.07,20.7
2009,08/17/09,E244,147,Taraxicum officinalis,0.001,0.01
2009,08/17/09,E244,148,aristida basiramea,0.02,0.2
2009,08/17/09,E244,148,Bouteloua gracilis,0.01,0.1
2009,08/17/09,E244,148,Crepis tectorum,0.03,0.3
2009,08/17/09,E244,148,Digitaria sp.,0.04,0.4
2009,08/17/09,E244,148,Sorghastrum nutans,2,20
2009,08/17/09,E244,149,Aristida basiramea,0.09,0.9
2009,08/17/09,E244,149,Digitaria sp.,0.06,0.6
2009,08/17/09,E244,149,Physalis virginiana,0.02,0.2
2009,08/17/09,E244,149,Sorghastrum nutans,1.52,15.2
2009,08/17/09,E244,150,Aristida basiramea,0.05,0.5
2009,08/17/09,E244,150,Cyperus sp.,0.01,0.1
2009,08/17/09,E244,150,Eragrostis spectabilis,0.02,0.2
2009,08/17/09,E244,150,Miscellaneous litter,0.01,0.1
2009,08/17/09,E244,150,Sorghastrum nutans,2.46,24.6
2009,08/17/09,E244,150,Sporobolus cryptandrus,0.01,0.1
2009,08/17/09,E244,151,Bouteloua gracilis,0.71,7.1
2009,08/17/09,E244,151,Erigeron canadensis,0.02,0.2
2009,08/17/09,E244,151,Lepidium densiflorum,0.001,0.01
2009,08/17/09,E244,151,Lespedeza capitata,19.33,193.3
2009,08/17/09,E244,151,Miscellaneous litter,0.46,4.6
2009,08/17/09,E244,151,Poa pratensis,0.22,2.2
2009,08/17/09,E244,151,Schizachyrium scoparium,10.15,101.5
2009,08/17/09,E244,151,Sorghastrum nutans,0.04,0.4
2009,08/17/09,E244,152,Bouteloua gracilis,0.03,0.3
2009,08/17/09,E244,152,Lespedeza capitata,14.25,142.5
2009,08/17/09,E244,152,Miscellaneous litter,0.18,1.8
2009,08/17/09,E244,152,Poa pratensis,0.73,7.3
2009,08/17/09,E244,152,Schizachyrium scoparium,1.73,17.3
2009,08/18/09,E244,153,Bouteloua gracilis,1.02,10.2
2009,08/18/09,E244,153,Lespedeza capitata,5.31,53.1
2009,08/18/09,E244,153,Poa pratensis,0.33,3.3
2009,08/18/09,E244,153,Schizachyrium scoparium,4.08,40.8
2009,08/17/09,E244,154,Achillea millefolium(lanulosa),0.01,0.1
2009,08/17/09,E244,154,Bouteloua gracilis,0.11,1.1
2009,08/17/09,E244,154,Lepidium densiflorum,0.03,0.3
2009,08/17/09,E244,154,Lespedeza capitata,1.37,13.7
2009,08/17/09,E244,154,Miscellaneous litter,0.28,2.8
2009,08/17/09,E244,154,Schizachyrium scoparium,2.25,22.5
2009,08/17/09,E244,155,Achillea millefolium(lanulosa),0.1,1
2009,08/17/09,E244,155,Aristida basiramea,0.05,0.5
2009,08/17/09,E244,155,Bouteloua gracilis,1.33,13.3
2009,08/17/09,E244,155,Crepis tectorum,0.09,0.9
2009,08/17/09,E244,155,Cyperus sp.,0.39,3.9
2009,08/17/09,E244,155,Lespedeza capitata,6.26,62.6
2009,08/17/09,E244,155,Miscellaneous litter,0.28,2.8
2009,08/17/09,E244,155,Panicum oligosanthes,0.04,0.4
2009,08/17/09,E244,155,Schizachyrium scoparium,2.33,23.3
2009,08/17/09,E244,155,Sorghastrum nutans,0.76,7.6
2009,08/17/09,E244,155,Sporobolus cryptandrus,0.14,1.4
2009,08/17/09,E244,156,Lupinus perennis,0.08,0.8
2009,08/17/09,E244,156,Polygonum tenue,0.03,0.3
2009,08/17/09,E244,156,Schizachyrium scoparium,0.06,0.6
2009,08/17/09,E244,156,Solidago rigida,6.91,69.1
2009,08/17/09,E244,157,Agropyron repens,0.16,1.6
2009,08/17/09,E244,157,Aristida basiramea,0.05,0.5
2009,08/17/09,E244,157,Bouteloua gracilis,0.59,5.9
2009,08/17/09,E244,157,Cyperus sp.,0.03,0.3
2009,08/17/09,E244,157,Lepidium densiflorum,0.03,0.3
2009,08/17/09,E244,157,Lespedeza capitata,0.2,2
2009,08/17/09,E244,157,Miscellaneous litter,0.2,2
2009,08/17/09,E244,157,Monarda fistulosa,0.93,9.3
2009,08/17/09,E244,157,Poa pratensis,0.36,3.6
2009,08/17/09,E244,157,Polygonum tenue,0.03,0.3
2009,08/17/09,E244,157,Solidago rigida,4.98,49.8
2009,08/17/09,E244,157,Sporobolus cryptandrus,0.04,0.4
2009,08/17/09,E244,157,Taraxicum officinalis,0.04,0.4
2009,08/17/09,E244,158,Aristida basiramea,0.24,2.4
2009,08/17/09,E244,158,Bouteloua gracilis,0.23,2.3
2009,08/17/09,E244,158,Cyperus sp.,0.07,0.7
2009,08/17/09,E244,158,Euphorbia glyptosperma,0.005,0.05
2009,08/17/09,E244,158,Miscellaneous litter,0.48,4.8
2009,08/17/09,E244,158,Monarda fistulosa,5.6,56
2009,08/17/09,E244,158,Poa pratensis,1.78,17.8
2009,08/17/09,E244,158,Polygonum tenue,0.06,0.6
2009,08/17/09,E244,158,Solidago nemoralis,0.05,0.5
2009,08/17/09,E244,158,Taraxicum officinalis,0.01,0.1
2009,08/18/09,E244,159,Andropogon gerardi,0.19,1.9
2009,08/18/09,E244,159,Aristida basiramea,0.13,1.3
2009,08/18/09,E244,159,Bouteloua gracilis,0.55,5.5
2009,08/18/09,E244,159,Miscellaneous litter,0.28,2.8
2009,08/18/09,E244,159,Monarda fistulosa,1.24,12.4
2009,08/18/09,E244,159,Poa pratensis,0.24,2.4
2009,08/18/09,E244,159,Solidago rigida,2.83,28.3
2009,08/18/09,E244,159,Taraxicum officinalis,0.007,0.07
2009,08/17/09,E244,160,Aristida basiramea,0.14,1.4
2009,08/17/09,E244,160,Bouteloua gracilis,0.06,0.6
2009,08/17/09,E244,160,Crepis tectorum,0.14,1.4
2009,08/17/09,E244,160,Cyperus sp.,0.23,2.3
2009,08/17/09,E244,160,Lepidium densiflorum,0.01,0.1
2009,08/17/09,E244,160,Monarda fistulosa,1.11,11.1
2009,08/17/09,E244,160,Poa pratensis,0.12,1.2
2009,08/17/09,E244,160,Schizachyrium scoparium,1.3,13
2009,08/17/09,E244,160,Solidago rigida,6.83,68.3
2009,08/17/09,E244,161,Agropyron repens,0.2,2
2009,08/17/09,E244,161,Aristida basiramea,0.08,0.8
2009,08/17/09,E244,161,Miscellaneous litter,0.48,4.8
2009,08/17/09,E244,161,Petalostemum purpureum,6.46,64.6
2009,08/17/09,E244,161,Poa pratensis,0.1,1
2009,08/17/09,E244,161,Schizachyrium scoparium,0.007,0.07
2009,08/17/09,E244,162,Agropyron repens,0.06,0.6
2009,08/17/09,E244,162,Aristida basiramea,0.08,0.8
2009,08/17/09,E244,162,Crepis tectorum,0.07,0.7
2009,08/17/09,E244,162,Digitaria sp.,0.01,0.1
2009,08/17/09,E244,162,Miscellaneous litter,1.05,10.5
2009,08/17/09,E244,162,Petalostemum purpureum,5.01,50.1
2009,08/17/09,E244,162,Poa pratensis,0.24,2.4
2009,08/17/09,E244,162,Taraxicum officinalis,0.2,2
2009,08/17/09,E244,163,Agropyron repens,0.01,0.1
2009,08/17/09,E244,163,Aristida basiramea,0.04,0.4
2009,08/17/09,E244,163,Bouteloua curtipendula,0.03,0.3
2009,08/17/09,E244,163,Bouteloua gracilis,0.26,2.6
2009,08/17/09,E244,163,Crepis tectorum,0.09,0.9
2009,08/17/09,E244,163,Digitaria sp.,0.08,0.8
2009,08/17/09,E244,163,Euphorbia glyptosperma,0.01,0.1
2009,08/17/09,E244,163,Hedeoma hispida,0.03,0.3
2009,08/17/09,E244,163,Lepidium densiflorum,0.01,0.1
2009,08/17/09,E244,163,Miscellaneous litter,0.5,5
2009,08/17/09,E244,163,Petalostemum purpureum,3.92,39.2
2009,08/17/09,E244,163,Poa pratensis,0.12,1.2
2009,08/17/09,E244,163,Schizachyrium scoparium,0.03,0.3
2009,08/18/09,E244,164,Agropyron repens,0.01,0.1
2009,08/18/09,E244,164,Aristida basiramea,0.2,2
2009,08/18/09,E244,164,Carex sp.,0.04,0.4
2009,08/18/09,E244,164,Crepis tectorum,0.03,0.3
2009,08/18/09,E244,164,Cyperus sp.,0.31,3.1
2009,08/18/09,E244,164,Digitaria sp.,0.03,0.3
2009,08/18/09,E244,164,Hedeoma hispida,0.01,0.1
2009,08/18/09,E244,164,Lepidium densiflorum,0.008,0.08
2009,08/18/09,E244,164,Petalostemum purpureum,16.26,162.6
2009,08/18/09,E244,164,Poa pratensis,0.23,2.3
2009,08/18/09,E244,164,Schizachyrium scoparium,0.13,1.3
2009,08/18/09,E244,164,Taraxicum officinalis,0.02,0.2
2009,08/17/09,E244,165,Aristida basiramea,0.92,9.2
2009,08/17/09,E244,165,Bouteloua gracilis,0.3,3
2009,08/17/09,E244,165,Crepis tectorum,0.29,2.9
2009,08/17/09,E244,165,Cyperus sp.,0.1,1
2009,08/17/09,E244,165,Hedeoma hispida,0.01,0.1
2009,08/17/09,E244,165,Lepidium densiflorum,0.01,0.1
2009,08/17/09,E244,165,Miscellaneous litter,0.22,2.2
2009,08/17/09,E244,165,Mosses & lichens,6.55,65.5
2009,08/17/09,E244,165,Petalostemum purpureum,10.26,102.6
2009,08/17/09,E244,165,Poa pratensis,0.25,2.5
2009,08/17/09,E244,165,Polygala polygama,0.08,0.8
2009,08/17/09,E244,165,Sporobolus cryptandrus,0.17,1.7
2009,08/17/09,E244,165,Taraxicum officinalis,0.02,0.2
2009,08/17/09,E244,166,Andropogon gerardi,12.43,124.3
2009,08/17/09,E244,166,Bouteloua gracilis,1,10
2009,08/17/09,E244,166,Cyperus sp.,0.58,5.8
2009,08/17/09,E244,166,Euphorbia corollata,1.78,17.8
2009,08/17/09,E244,166,Lespedeza capitata,5.91,59.1
2009,08/17/09,E244,166,Lupinus perennis,6.09,60.9
2009,08/17/09,E244,166,Oxybaphus hirsutus,0.01,0.1
2009,08/17/09,E244,166,Panicum oligosanthes,0.62,6.2
2009,08/17/09,E244,166,Schizachyrium scoparium,7.2,72
2009,08/17/09,E244,166,Solidago rigida,9.56,95.6
2009,08/17/09,E244,166,Sorghastrum nutans,0.1,1
2009,08/17/09,E244,167,Agropyron repens,0.1,1
2009,08/17/09,E244,167,Andropogon gerardi,0.76,7.6
2009,08/17/09,E244,167,Bouteloua gracilis,0.2,2
2009,08/17/09,E244,167,Lespedeza capitata,0.3,3
2009,08/17/09,E244,167,Lupinus perennis,18.49,184.9
2009,08/17/09,E244,167,Lychnis alba,0.34,3.4
2009,08/17/09,E244,167,Panicum oligosanthes,0.17,1.7
2009,08/17/09,E244,167,Schizachyrium scoparium,7.97,79.7
2009,08/17/09,E244,167,Solidago nemoralis,0.02,0.2
2009,08/17/09,E244,168,Achillea millefolium(lanulosa),0.21,2.1
2009,08/17/09,E244,168,Asclepias tuberosa,0.46,4.6
2009,08/17/09,E244,168,Bouteloua gracilis,2.75,27.5
2009,08/17/09,E244,168,Digitaria sp.,0.01,0.1
2009,08/17/09,E244,168,Lespedeza capitata,0.14,1.4
2009,08/17/09,E244,168,Lupinus perennis,7.34,73.4
2009,08/17/09,E244,168,Oxybaphus hirsutus,0.05,0.5
2009,08/17/09,E244,168,Petalostemum villosum,4.25,42.5
2009,08/17/09,E244,168,Poa pratensis,0.96,9.6
2009,08/17/09,E244,168,Schizachyrium scoparium,8.15,81.5
2009,08/17/09,E244,168,Solidago rigida,0.68,6.8
2009,08/17/09,E244,168,Sorghastrum nutans,1.67,16.7
2009,08/17/09,E244,169,Andropogon gerardi,4.33,43.3
2009,08/17/09,E244,169,Bouteloua gracilis,4.11,41.1
2009,08/17/09,E244,169,Lespedeza capitata,9.23,92.3
2009,08/17/09,E244,169,Lupinus perennis,13.07,130.7
2009,08/17/09,E244,169,Panicum oligosanthes,0.01,0.1
2009,08/17/09,E244,169,Panicum virgatum,5.45,54.5
2009,08/17/09,E244,169,Poa pratensis,1.98,19.8
2009,08/17/09,E244,169,Schizachyrium scoparium,1.25,12.5
2009,08/17/09,E244,169,Sorghastrum nutans,2.14,21.4
2009,08/17/09,E244,169,Sporobolus cryptandrus,1.42,14.2
2009,08/17/09,E244,170,Achillea millefolium(lanulosa),0.11,1.1
2009,08/17/09,E244,170,Andropogon gerardi,19.66,196.6
2009,08/17/09,E244,170,Bouteloua gracilis,0.63,6.3
2009,08/17/09,E244,170,Lespedeza capitata,1.07,10.7
2009,08/17/09,E244,170,Lupinus perennis,3.06,30.6
2009,08/17/09,E244,170,Poa pratensis,0.67,6.7
2009,08/17/09,E244,170,Schizachyrium scoparium,1.43,14.3
2009,08/17/09,E244,170,Solidago nemoralis,1.68,16.8
2009,08/17/09,E244,170,Solidago rigida,1.88,18.8
2009,08/17/09,E244,170,Sorghastrum nutans,2.32,23.2
2009,08/17/09,E244,171,Achillea millefolium(lanulosa),0.12,1.2
2009,08/17/09,E244,171,Andropogon gerardi,5.08,50.8
2009,08/17/09,E244,171,Lespedeza capitata,1.49,14.9
2009,08/17/09,E244,171,Liatris aspera,0.52,5.2
2009,08/17/09,E244,171,Lupinus perennis,9.64,96.4
2009,08/17/09,E244,171,Oxybaphus hirsutus,0.001,0.01
2009,08/17/09,E244,171,Petalostemum purpureum,0.07,0.7
2009,08/17/09,E244,171,Poa pratensis,3.93,39.3
2009,08/17/09,E244,171,Schizachyrium scoparium,0.6,6
2009,08/17/09,E244,171,Solidago rigida,0.14,1.4
2009,08/17/09,E244,172,Andropogon gerardi,1.22,12.2
2009,08/17/09,E244,172,Lupinus perennis,6.49,64.9
2009,08/17/09,E244,172,Poa pratensis,1.74,17.4
2009,08/17/09,E244,172,Schizachyrium scoparium,2.48,24.8
2009,08/17/09,E244,172,Sorghastrum nutans,1.07,10.7
2009,08/17/09,E244,173,Andropogon gerardi,9.63,96.3
2009,08/17/09,E244,173,Lupinus perennis,10.32,103.2
2009,08/17/09,E244,173,Poa pratensis,1.43,14.3
2009,08/17/09,E244,173,Schizachyrium scoparium,0.37,3.7
2009,08/17/09,E244,173,Sorghastrum nutans,2.17,21.7
2009,08/18/09,E244,174,Andropogon gerardi,2.62,26.2
2009,08/18/09,E244,174,Bouteloua gracilis,0.08,0.8
2009,08/18/09,E244,174,Liatris aspera,9.58,95.8
2009,08/18/09,E244,174,Lupinus perennis,7.64,76.4
2009,08/18/09,E244,174,Miscellaneous litter,0.09,0.9
2009,08/18/09,E244,174,Poa pratensis,1.39,13.9
2009,08/18/09,E244,174,Schizachyrium scoparium,0.01,0.1
2009,08/18/09,E244,174,Sorghastrum nutans,0.3,3
2009,08/17/09,E244,175,Andropogon gerardi,6.38,63.8
2009,08/17/09,E244,175,Bouteloua gracilis,0.01,0.1
2009,08/17/09,E244,175,Lespedeza capitata,2.73,27.3
2009,08/17/09,E244,175,Lupinus perennis,7.74,77.4
2009,08/17/09,E244,175,Poa pratensis,1.18,11.8
2009,08/17/09,E244,175,Schizachyrium scoparium,0.77,7.7
2009,08/17/09,E244,175,Sorghastrum nutans,1.16,11.6
2009,08/17/09,E244,176,Achillea millefolium(lanulosa),0.47,4.7
2009,08/17/09,E244,176,Andropogon gerardi,12.83,128.3
2009,08/17/09,E244,176,Koeleria cristata,0.11,1.1
2009,08/17/09,E244,176,Lespedeza capitata,3.44,34.4
2009,08/17/09,E244,176,Liatris aspera,0.45,4.5
2009,08/17/09,E244,176,Lupinus perennis,6.19,61.9
2009,08/17/09,E244,176,Monarda fistulosa,0.13,1.3
2009,08/17/09,E244,176,Physalis virginiana,0.93,9.3
2009,08/17/09,E244,176,Poa pratensis,1.84,18.4
2009,08/17/09,E244,176,Schizachyrium scoparium,4.97,49.7
2009,08/17/09,E244,176,Solidago rigida,0.12,1.2
2009,08/17/09,E244,176,Sorghastrum nutans,0.34,3.4
2009,08/17/09,E244,176,Taraxicum officinalis,0.03,0.3
2009,08/17/09,E244,177,Andropogon gerardi,1.31,13.1
2009,08/17/09,E244,177,Bouteloua gracilis,0.22,2.2
2009,08/17/09,E244,177,Lespedeza capitata,13.18,131.8
2009,08/17/09,E244,177,Lupinus perennis,5.56,55.6
2009,08/17/09,E244,177,Physalis virginiana,0.07,0.7
2009,08/17/09,E244,177,Poa pratensis,1.93,19.3
2009,08/17/09,E244,177,Schizachyrium scoparium,1.06,10.6
2009,08/17/09,E244,177,Solidago rigida,3.83,38.3
2009,08/17/09,E244,177,Sorghastrum nutans,1.05,10.5
2009,08/17/09,E244,178,Achillea millefolium(lanulosa),0.016,0.16
2009,08/17/09,E244,178,Aristida basiramea,0.003,0.03
2009,08/17/09,E244,178,Asclepias syriaca,0.006,0.06
2009,08/17/09,E244,178,Equisetum laevigatum,0.26,2.6
2009,08/17/09,E244,178,Lespedeza capitata,3.23,32.3
2009,08/17/09,E244,178,Liatris aspera,0.37,3.7
2009,08/17/09,E244,178,Lupinus perennis,1.74,17.4
2009,08/17/09,E244,178,Poa pratensis,1.97,19.7
2009,08/17/09,E244,178,Schizachyrium scoparium,3.35,33.5
2009,08/17/09,E244,178,Solidago rigida,0.05,0.5
2009,08/17/09,E244,178,Sorghastrum nutans,0.95,9.5
2009,08/18/09,E244,179,Andropogon gerardi,0.07,0.7
2009,08/18/09,E244,179,Lespedeza capitata,1.58,15.8
2009,08/18/09,E244,179,Liatris aspera,0.42,4.2
2009,08/18/09,E244,179,Lupinus perennis,2.09,20.9
2009,08/18/09,E244,179,Panicum oligosanthes,0.29,2.9
2009,08/18/09,E244,179,Poa pratensis,1.13,11.3
2009,08/18/09,E244,179,Schizachyrium scoparium,2.47,24.7
2009,08/18/09,E244,179,Solidago rigida,1.4,14
2009,08/18/09,E244,179,Sorghastrum nutans,0.33,3.3
2009,08/17/09,E244,180,Achillea millefolium(lanulosa),0.3,3
2009,08/17/09,E244,180,Andropogon gerardi,4.17,41.7
2009,08/17/09,E244,180,Aristida basiramea,0.006,0.06
2009,08/17/09,E244,180,Equisetum laevigatum,2.25,22.5
2009,08/17/09,E244,180,Lespedeza capitata,0.23,2.3
2009,08/17/09,E244,180,Lupinus perennis,5.64,56.4
2009,08/17/09,E244,180,Panicum virgatum,0.03,0.3
2009,08/17/09,E244,180,Poa pratensis,1.52,15.2
2009,08/17/09,E244,180,Schizachyrium scoparium,15.12,151.2
2009,08/17/09,E244,180,Solidago rigida,4.97,49.7
2009,08/17/09,E244,180,Sorghastrum nutans,1.2,12
2009,08/17/09,E244,181,Agropyron repens,0.2,2
2009,08/17/09,E244,181,Aristida basiramea,0.17,1.7
2009,08/17/09,E244,181,Asclepias tuberosa,5.76,57.6
2009,08/17/09,E244,181,Crepis tectorum,0.08,0.8
2009,08/17/09,E244,181,Cyperus sp.,0.1,1
2009,08/17/09,E244,181,Digitaria sp.,0.03,0.3
2009,08/17/09,E244,181,Lupinus perennis,0.78,7.8
2009,08/17/09,E244,181,Mollugo verticillata,0.01,0.1
2009,08/17/09,E244,181,Poa pratensis,0.54,5.4
2009,08/17/09,E244,181,Taraxicum officinalis,0.09,0.9
2009,08/18/09,E244,182,Agropyron repens,0.1,1
2009,08/18/09,E244,182,Aristida basiramea,0.09,0.9
2009,08/18/09,E244,182,Asclepias tuberosa,7.18,71.8
2009,08/18/09,E244,182,Crepis tectorum,0.08,0.8
2009,08/18/09,E244,182,Cyperus sp.,0.01,0.1
2009,08/18/09,E244,182,Oxybaphus hirsutus,0.01,0.1
2009,08/18/09,E244,182,Physalis virginiana,0.02,0.2
2009,08/18/09,E244,182,Poa pratensis,0.11,1.1
2009,08/18/09,E244,182,Sporobolus cryptandrus,0.02,0.2
2009,08/18/09,E244,182,Taraxicum officinalis,0.01,0.1
2009,08/18/09,E244,183,Agropyron repens,0.11,1.1
2009,08/18/09,E244,183,Aristida basiramea,0.31,3.1
2009,08/18/09,E244,183,Asclepias tuberosa,0.77,7.7
2009,08/18/09,E244,183,Crepis tectorum,0.05,0.5
2009,08/18/09,E244,183,Cyperus sp.,0.04,0.4
2009,08/18/09,E244,183,Digitaria sp.,0.05,0.5
2009,08/18/09,E244,183,Erigeron canadensis,0.07,0.7
2009,08/18/09,E244,183,Hedeoma hispida,0.02,0.2
2009,08/18/09,E244,183,Lupinus perennis,0.46,4.6
2009,08/18/09,E244,183,Mollugo verticillata,0.01,0.1
2009,08/18/09,E244,183,Physalis virginiana,0.07,0.7
2009,08/18/09,E244,183,Poa pratensis,0.09,0.9
2009,08/18/09,E244,183,Taraxicum officinalis,0.14,1.4
2009,08/17/09,E244,184,Agropyron repens,0.03,0.3
2009,08/17/09,E244,184,Aristida basiramea,1.91,19.1
2009,08/17/09,E244,184,Asclepias tuberosa,0.91,9.1
2009,08/17/09,E244,184,Crepis tectorum,0.16,1.6
2009,08/17/09,E244,184,Cyperus sp.,0.65,6.5
2009,08/17/09,E244,184,Digitaria sp.,0.15,1.5
2009,08/17/09,E244,184,Euphorbia glyptosperma,0.01,0.1
2009,08/17/09,E244,184,Miscellaneous litter,0.96,9.6
2009,08/17/09,E244,184,Poa pratensis,0.03,0.3
2009,08/17/09,E244,184,Polygala polygama,0.18,1.8
2009,08/17/09,E244,184,Taraxicum officinalis,0.01,0.1
2009,08/18/09,E244,185,Aristida basiramea,0.76,7.6
2009,08/18/09,E244,185,Asclepias tuberosa,7.92,79.2
2009,08/18/09,E244,185,Crepis tectorum,0.1,1
2009,08/18/09,E244,185,Cyperus sp.,0.21,2.1
2009,08/18/09,E244,185,Erigeron canadensis,0.036,0.36
2009,08/18/09,E244,185,Hedeoma hispida,0.1,1
2009,08/18/09,E244,185,Lepidium densiflorum,0.002,0.02
2009,08/18/09,E244,185,Miscellaneous litter,0.51,5.1
2009,08/18/09,E244,185,Poa pratensis,0.03,0.3
2009,08/18/09,E244,185,Sporobolus cryptandrus,0.227,2.27
2009,08/18/09,E244,185,Taraxicum officinalis,0.002,0.02
2009,08/18/09,E244,186,Cyperus sp.,0.39,3.9
2009,08/18/09,E244,186,Koeleria cristata,7.49,74.9
2009,08/18/09,E244,186,Miscellaneous litter,0.18,1.8
2009,08/18/09,E244,186,Panicum oligosanthes,0.09,0.9
2009,08/18/09,E244,186,Panicum virgatum,4.49,44.9
2009,08/18/09,E244,186,Petalostemum purpureum,16.98,169.8
2009,08/18/09,E244,186,Poa pratensis,0.68,6.8
2009,08/18/09,E244,186,Sporobolus cryptandrus,0.07,0.7
2009,08/18/09,E244,187,Koeleria cristata,5.83,58.3
2009,08/18/09,E244,187,Miscellaneous litter,0.28,2.8
2009,08/18/09,E244,187,Monarda fistulosa,4.03,40.3
2009,08/18/09,E244,187,Panicum virgatum,1.85,18.5
2009,08/18/09,E244,187,Petalostemum purpureum,16.49,164.9
2009,08/18/09,E244,187,Poa pratensis,0.3,3
2009,08/18/09,E244,187,Solidago rigida,0.001,0.01
2009,08/17/09,E244,188,Bouteloua gracilis,2.69,26.9
2009,08/17/09,E244,188,Cyperus sp.,0.37,3.7
2009,08/17/09,E244,188,Koeleria cristata,6.89,68.9
2009,08/17/09,E244,188,Lepidium densiflorum,1.28,12.8
2009,08/17/09,E244,188,Miscellaneous litter,1.21,12.1
2009,08/17/09,E244,188,Mosses,0.97,9.7
2009,08/17/09,E244,188,Panicum virgatum,3.17,31.7
2009,08/17/09,E244,188,Petalostemum purpureum,20.19,201.9
2009,08/17/09,E244,188,Schizachyrium scoparium,5.24,52.4
2009,08/17/09,E244,188,Sporobolus cryptandrus,0.03,0.3
2009,08/18/09,E244,189,Cyperus sp.,1.59,15.9
2009,08/18/09,E244,189,Koeleria cristata,2.76,27.6
2009,08/18/09,E244,189,Liatris aspera,0.24,2.4
2009,08/18/09,E244,189,Miscellaneous litter,0.11,1.1
2009,08/18/09,E244,189,Panicum virgatum,0.32,3.2
2009,08/18/09,E244,189,Petalostemum purpureum,10.92,109.2
2009,08/18/09,E244,189,Sporobolus cryptandrus,0.14,1.4
2009,08/17/09,E244,190,Achillea millefolium(lanulosa),0.16,1.6
2009,08/17/09,E244,190,Bouteloua gracilis,7.14,71.4
2009,08/17/09,E244,190,Cyperus sp.,0.06,0.6
2009,08/17/09,E244,190,Koeleria cristata,10.89,108.9
2009,08/17/09,E244,190,Panicum virgatum,7.08,70.8
2009,08/17/09,E244,190,Petalostemum purpureum,13.72,137.2
2009,08/17/09,E244,190,Poa pratensis,7.53,75.3
2009,08/17/09,E244,190,Schizachyrium scoparium,7.18,71.8
2009,08/17/09,E244,190,Sporobolus cryptandrus,6.63,66.3
2009,08/17/09,E244,190,Taraxicum officinalis,0.08,0.8
2009,08/18/09,E244,191,Andropogon gerardi,16.62,166.2
2009,08/18/09,E244,191,Liatris aspera,0.34,3.4
2009,08/18/09,E244,191,Lupinus perennis,21.08,210.8
2009,08/18/09,E244,191,Petalostemum purpureum,5.2,52
2009,08/18/09,E244,191,Poa pratensis,2.55,25.5
2009,08/18/09,E244,191,Schizachyrium scoparium,0.28,2.8
2009,08/17/09,E244,192,Andropogon gerardi,11.09,110.9
2009,08/17/09,E244,192,Lespedeza capitata,0.56,5.6
2009,08/17/09,E244,192,Lupinus perennis,20.26,202.6
2009,08/17/09,E244,192,Miscellaneous litter,0.17,1.7
2009,08/17/09,E244,192,Panicum oligosanthes,0.01,0.1
2009,08/17/09,E244,192,Poa pratensis,2.51,25.1
2009,08/17/09,E244,192,Schizachyrium scoparium,1.53,15.3
2009,08/17/09,E244,193,Agropyron repens,0.28,2.8
2009,08/17/09,E244,193,Andropogon gerardi,17.52,175.2
2009,08/17/09,E244,193,Lupinus perennis,5.71,57.1
2009,08/17/09,E244,193,Poa pratensis,2,20
2009,08/17/09,E244,193,Schizachyrium scoparium,0.27,2.7
2009,08/17/09,E244,194,Agropyron repens,0.06,0.6
2009,08/17/09,E244,194,Andropogon gerardi,28.92,289.2
2009,08/17/09,E244,194,Bouteloua gracilis,0.04,0.4
2009,08/17/09,E244,194,Koeleria cristata,0.09,0.9
2009,08/17/09,E244,194,Liatris aspera,0.21,2.1
2009,08/17/09,E244,194,Lupinus perennis,1.59,15.9
2009,08/17/09,E244,194,Miscellaneous litter,1.2,12
2009,08/17/09,E244,194,Panicum virgatum,0.03,0.3
2009,08/17/09,E244,194,Poa pratensis,1.76,17.6
2009,08/17/09,E244,194,Schizachyrium scoparium,0.61,6.1
2009,08/17/09,E244,195,Andropogon gerardi,15.27,152.7
2009,08/17/09,E244,195,Bouteloua gracilis,0.02,0.2
2009,08/17/09,E244,195,Lespedeza capitata,3.92,39.2
2009,08/17/09,E244,195,Liatris aspera,1.66,16.6
2009,08/17/09,E244,195,Lupinus perennis,9.72,97.2
2009,08/17/09,E244,195,Miscellaneous litter,0.19,1.9
2009,08/17/09,E244,195,Panicum virgatum,0.87,8.7
2009,08/17/09,E244,195,Poa pratensis,2.97,29.7
2009,08/17/09,E244,195,Schizachyrium scoparium,0.49,4.9
2009,08/17/09,E244,195,Sorghastrum nutans,0.13,1.3
2009,08/17/09,E244,196,Agrostis scabra,0.35,3.5
2009,08/17/09,E244,196,Aristida basiramea,2.66,26.6
2009,08/17/09,E244,196,Cyperus sp.,0.07,0.7
