Year,Date,Experiment,Plot,Species,Mass(g),Mass g/m^2)
2011,08/26/11,E244,111,Petalostemum purpureum,19.89,198.9
2011,08/26/11,E244,111,Poa pratensis,6.61,66.1
2011,08/26/11,E244,111,Schizachyrium scoparium,1.34,13.4
2011,08/26/11,E244,111,Sporobolus cryptandrus,0.22,2.2
2011,08/26/11,E244,112,Andropogon gerardi,0.22,2.2
2011,08/26/11,E244,112,Bouteloua gracilis,1.81,18.1
2011,08/26/11,E244,112,Koeleria cristata,0.19,1.9
2011,08/26/11,E244,112,Lespedeza capitata,11.8,118
2011,08/26/11,E244,112,Lupinus perennis,3.37,33.7
2011,08/26/11,E244,112,Panicum oligosanthes,0.01,0.1
2011,08/26/11,E244,112,Petalostemum candidum,1.04,10.4
2011,08/26/11,E244,112,Petalostemum purpureum,12.68,126.8
2011,08/26/11,E244,112,Poa pratensis,4.49,44.9
2011,08/26/11,E244,112,Schizachyrium scoparium,1.39,13.9
2011,08/26/11,E244,112,Taraxicum officinalis,0.06,0.6
2011,08/26/11,E244,113,Achillea millefolium(lanulosa),3.01,30.1
2011,08/26/11,E244,113,Andropogon gerardi,9.87,98.7
2011,08/26/11,E244,113,Bouteloua gracilis,0.04,0.4
2011,08/26/11,E244,113,Cyperus sp.,0.28,2.8
2011,08/26/11,E244,113,Koeleria cristata,0.19,1.9
2011,08/26/11,E244,113,Lupinus perennis,21.42,214.2
2011,08/26/11,E244,113,Petalostemum purpureum,3.55,35.5
2011,08/26/11,E244,113,Poa pratensis,8.74,87.4
2011,08/26/11,E244,113,Schizachyrium scoparium,5.54,55.4
2011,08/26/11,E244,113,Solidago rigida,0.52,5.2
2011,08/26/11,E244,113,Sorghastrum nutans,2.57,25.7
2011,08/26/11,E244,114,Andropogon gerardi,14.34,143.4
2011,08/26/11,E244,114,Bouteloua curtipendula,2.54,25.4
2011,08/26/11,E244,114,Bouteloua gracilis,0.74,7.4
2011,08/26/11,E244,114,Lespedeza capitata,11.36,113.6
2011,08/26/11,E244,114,Liatris aspera,13.79,137.9
2011,08/26/11,E244,114,Lupinus perennis,9.68,96.8
2011,08/26/11,E244,114,Panicum virgatum,0.72,7.2
2011,08/26/11,E244,114,Petalostemum purpureum,3.72,37.2
2011,08/26/11,E244,114,Petalostemum villosum,8.61,86.1
2011,08/26/11,E244,114,Poa pratensis,2.06,20.6
2011,08/26/11,E244,114,Schizachyrium scoparium,0.85,8.5
2011,08/26/11,E244,115,Andropogon gerardi,13.97,139.7
2011,08/26/11,E244,115,Bouteloua gracilis,0.55,5.5
2011,08/26/11,E244,115,Lespedeza capitata,8.71,87.1
2011,08/26/11,E244,115,Lupinus perennis,13.41,134.1
2011,08/26/11,E244,115,Poa pratensis,9.31,93.1
2011,08/26/11,E244,115,Schizachyrium scoparium,4.75,47.5
2011,08/26/11,E244,116,Andropogon gerardi,6.93,69.3
2011,08/26/11,E244,116,Cyperus sp.,0.01,0.1
2011,08/26/11,E244,116,Lespedeza capitata,0.06,0.6
2011,08/26/11,E244,116,Lupinus perennis,6.13,61.3
2011,08/26/11,E244,116,Panicum virgatum,0.3,3
2011,08/26/11,E244,116,Petalostemum purpureum,9.78,97.8
2011,08/26/11,E244,116,Poa pratensis,5.55,55.5
2011,08/26/11,E244,116,Schizachyrium scoparium,2.43,24.3
2011,08/26/11,E244,116,Sorghastrum nutans,0.68,6.8
2011,08/26/11,E244,117,Achillea millefolium(lanulosa),0.12,1.2
2011,08/26/11,E244,117,Andropogon gerardi,19.02,190.2
2011,08/26/11,E244,117,Lupinus perennis,6.82,68.2
2011,08/26/11,E244,117,Petalostemum purpureum,7.37,73.7
2011,08/26/11,E244,117,Poa pratensis,5.07,50.7
2011,08/26/11,E244,117,Schizachyrium scoparium,5.05,50.5
2011,08/26/11,E244,117,Sorghastrum nutans,0.19,1.9
2011,08/26/11,E244,118,Achillea millefolium(lanulosa),2.19,21.9
2011,08/26/11,E244,118,Andropogon gerardi,20.46,204.6
2011,08/26/11,E244,118,Lespedeza capitata,0.07,0.7
2011,08/26/11,E244,118,Lupinus perennis,17.47,174.7
2011,08/26/11,E244,118,Oxybaphus hirsutus,0.04,0.4
2011,08/26/11,E244,118,Petalostemum purpureum,2.57,25.7
2011,08/26/11,E244,118,Poa pratensis,5.76,57.6
2011,08/26/11,E244,118,Schizachyrium scoparium,2.7,27
2011,08/26/11,E244,118,Solidago rigida,0.53,5.3
2011,08/26/11,E244,118,Sorghastrum nutans,3.21,32.1
2011,08/26/11,E244,119,Achillea millefolium(lanulosa),0.07,0.7
2011,08/26/11,E244,119,Andropogon gerardi,1.85,18.5
2011,08/26/11,E244,119,Lactuca sp.,0.06,0.6
2011,08/26/11,E244,119,Lupinus perennis,59.83,598.3
2011,08/26/11,E244,119,Panicum virgatum,0.27,2.7
2011,08/26/11,E244,119,Poa pratensis,8.68,86.8
2011,08/26/11,E244,119,Rumex acetosella,0.01,0.1
2011,08/26/11,E244,119,Schizachyrium scoparium,1.05,10.5
2011,08/26/11,E244,119,Solidago rigida,0.16,1.6
2011,08/26/11,E244,120,Achillea millefolium(lanulosa),8.94,89.4
2011,08/26/11,E244,120,Andropogon gerardi,2.87,28.7
2011,08/26/11,E244,120,Lespedeza capitata,1.55,15.5
2011,08/26/11,E244,120,Lupinus perennis,7.3,73
2011,08/26/11,E244,120,Monarda fistulosa,8.75,87.5
2011,08/26/11,E244,120,Panicum virgatum,5.85,58.5
2011,08/26/11,E244,120,Petalostemum purpureum,5.04,50.4
2011,08/26/11,E244,120,Poa pratensis,7.35,73.5
2011,08/26/11,E244,120,Schizachyrium scoparium,5.13,51.3
2011,08/26/11,E244,120,Sorghastrum nutans,0.15,1.5
2011,08/26/11,E244,120,Taraxicum officinalis,0.01,0.1
2011,08/26/11,E244,121,Agropyron repens,1.26,12.6
2011,08/26/11,E244,121,Aristida basiramea,0.14,1.4
2011,08/26/11,E244,121,Bouteloua gracilis,0.01,0.1
2011,08/26/11,E244,121,Crepis tectorum,0.03,0.3
2011,08/26/11,E244,121,Cyperus sp.,0.04,0.4
2011,08/26/11,E244,121,Digitaria sp.,0.17,1.7
2011,08/26/11,E244,121,Lepidium densiflorum,1.17,11.7
2011,08/26/11,E244,121,Petalostemum purpureum,0.01,0.1
2011,08/26/11,E244,121,Poa pratensis,0.24,2.4
2011,08/26/11,E244,121,Schizachyrium scoparium,0.57,5.7
2011,08/26/11,E244,121,Sorghastrum nutans,4.06,40.6
2011,08/26/11,E244,121,Sporobolus cryptandrus,0.2,2
2011,08/26/11,E244,122,Aristida basiramea,0.24,2.4
2011,08/26/11,E244,122,Cyperus sp.,0.08,0.8
2011,08/26/11,E244,122,Digitaria sp.,1.35,13.5
2011,08/26/11,E244,122,Panicum oligosanthes,0.01,0.1
2011,08/26/11,E244,122,Poa pratensis,0.39,3.9
2011,08/26/11,E244,122,Schizachyrium scoparium,0.46,4.6
2011,08/26/11,E244,122,Sorghastrum nutans,1.39,13.9
2011,08/26/11,E244,122,Taraxicum officinalis,0.14,1.4
2011,08/26/11,E244,123,Agropyron smithii,1.12,11.2
2011,08/26/11,E244,123,Aristida basiramea,0.85,8.5
2011,08/26/11,E244,123,Cyperus sp.,0.26,2.6
2011,08/26/11,E244,123,Digitaria sp.,0.51,5.1
2011,08/26/11,E244,123,Lactuca sp.,0.11,1.1
2011,08/26/11,E244,123,Lespedeza capitata,0.27,2.7
2011,08/26/11,E244,123,Lupinus perennis,0.37,3.7
2011,08/26/11,E244,123,Poa pratensis,0.1,1
2011,08/26/11,E244,123,Schizachyrium scoparium,0.11,1.1
2011,08/26/11,E244,123,Solidago nemoralis,0.16,1.6
2011,08/26/11,E244,123,Sorghastrum nutans,1.83,18.3
2011,08/26/11,E244,123,Sporobolus cryptandrus,0.05,0.5
2011,08/26/11,E244,124,Agropyron smithii,2.15,21.5
2011,08/26/11,E244,124,Aristida basiramea,0.41,4.1
2011,08/26/11,E244,124,Cyperus sp.,0.13,1.3
2011,08/26/11,E244,124,Digitaria sp.,1.42,14.2
2011,08/26/11,E244,124,Koeleria cristata,0.01,0.1
2011,08/26/11,E244,124,Lespedeza capitata,0.44,4.4
2011,08/26/11,E244,124,Lupinus perennis,0.34,3.4
2011,08/26/11,E244,124,Poa pratensis,0.52,5.2
2011,08/26/11,E244,124,Sorghastrum nutans,0.07,0.7
2011,08/26/11,E244,124,Sporobolus cryptandrus,0.13,1.3
2011,08/26/11,E244,124,Taraxicum officinalis,0.1,1
2011,08/26/11,E244,125,Agropyron repens,0.4,4
2011,08/26/11,E244,125,Aristida basiramea,0.16,1.6
2011,08/26/11,E244,125,Crepis tectorum,0.02,0.2
2011,08/26/11,E244,125,Digitaria sp.,0.32,3.2
2011,08/26/11,E244,125,Poa pratensis,0.75,7.5
2011,08/26/11,E244,125,Schizachyrium scoparium,1.71,17.1
2011,08/26/11,E244,126,Andropogon gerardi,4.79,47.9
2011,08/26/11,E244,126,Bouteloua gracilis,1.84,18.4
2011,08/26/11,E244,126,Koeleria cristata,0.27,2.7
2011,08/26/11,E244,126,Lespedeza capitata,1.5,15
2011,08/26/11,E244,126,Liatris aspera,16.75,167.5
2011,08/26/11,E244,126,Lupinus perennis,7.93,79.3
2011,08/26/11,E244,126,Panicum virgatum,0.46,4.6
2011,08/26/11,E244,126,Petalostemum purpureum,12.32,123.2
2011,08/26/11,E244,126,Petalostemum purpureum,12.32,123.2
2011,08/26/11,E244,126,Petalostemum villosum,1.63,16.3
2011,08/26/11,E244,126,Poa pratensis,1.06,10.6
2011,08/26/11,E244,126,Schizachyrium scoparium,1.69,16.9
2011,08/26/11,E244,126,Solidago nemoralis,6.9,69
2011,08/26/11,E244,126,Sorghastrum nutans,1.32,13.2
2011,08/26/11,E244,127,Andropogon gerardi,23.88,238.8
2011,08/26/11,E244,127,Aristida basiramea,0.1,1
2011,08/26/11,E244,127,Bouteloua gracilis,0.12,1.2
2011,08/26/11,E244,127,Lespedeza capitata,2.63,26.3
2011,08/26/11,E244,127,Liatris aspera,2.28,22.8
2011,08/26/11,E244,127,Lupinus perennis,13.39,133.9
2011,08/26/11,E244,127,Panicum virgatum,1.4,14
2011,08/26/11,E244,127,Petalostemum candidum,0.54,5.4
2011,08/26/11,E244,127,Petalostemum purpureum,5.84,58.4
2011,08/26/11,E244,127,Poa pratensis,0.18,1.8
2011,08/26/11,E244,127,Schizachyrium scoparium,4.78,47.8
2011,08/26/11,E244,127,Solidago nemoralis,6.46,64.6
2011,08/26/11,E244,127,Sorghastrum nutans,5.05,50.5
2011,08/26/11,E244,128,Amorpha canescens,0.06,0.6
2011,08/26/11,E244,128,Andropogon gerardi,10.35,103.5
2011,08/26/11,E244,128,Koeleria cristata,0.07,0.7
2011,08/26/11,E244,128,Lespedeza capitata,2.38,23.8
2011,08/26/11,E244,128,Lupinus perennis,10.07,100.7
2011,08/26/11,E244,128,Poa pratensis,6.26,62.6
2011,08/26/11,E244,128,Schizachyrium scoparium,0.83,8.3
2011,08/26/11,E244,128,Solidago nemoralis,0.06,0.6
2011,08/26/11,E244,128,Sorghastrum nutans,0.89,8.9
2011,08/26/11,E244,129,Andropogon gerardi,15.66,156.6
2011,08/26/11,E244,129,Bouteloua gracilis,0.57,5.7
2011,08/26/11,E244,129,Lespedeza capitata,1.9,19
2011,08/26/11,E244,129,Liatris aspera,0.42,4.2
2011,08/26/11,E244,129,Lupinus perennis,13.6,136
2011,08/26/11,E244,129,Miscellaneous litter,0.44,4.4
2011,08/26/11,E244,129,Poa pratensis,8.71,87.1
2011,08/26/11,E244,129,Schizachyrium scoparium,4.58,45.8
2011,08/26/11,E244,129,Solidago nemoralis,0.07,0.7
2011,08/26/11,E244,129,Sorghastrum nutans,1.63,16.3
2011,08/26/11,E244,130,Achillea millefolium(lanulosa),0.25,2.5
2011,08/26/11,E244,130,Amorpha canescens,0.85,8.5
2011,08/26/11,E244,130,Andropogon gerardi,4.65,46.5
2011,08/26/11,E244,130,Baptisia leucantha,40.88,408.8
2011,08/26/11,E244,130,Coreopsis palmata,1.36,13.6
2011,08/26/11,E244,130,Cyperus sp.,0.04,0.4
2011,08/26/11,E244,130,Lespedeza capitata,0.43,4.3
2011,08/26/11,E244,130,Lupinus perennis,8.09,80.9
2011,08/26/11,E244,130,Petalostemum purpureum,3.58,35.8
2011,08/26/11,E244,130,Poa pratensis,4.14,41.4
2011,08/26/11,E244,130,Schizachyrium scoparium,0.39,3.9
2011,08/26/11,E244,130,Solidago nemoralis,0.04,0.4
2011,08/26/11,E244,130,Sorghastrum nutans,26.98,269.8
2011,08/26/11,E244,131,Aristida basiramea,1.63,16.3
2011,08/26/11,E244,131,Cyperus sp.,0.51,5.1
2011,08/26/11,E244,131,Digitaria sp.,0.11,1.1
2011,08/26/11,E244,131,Koeleria cristata,15.16,151.6
2011,08/26/11,E244,131,Leptoloma cognatum,0.05,0.5
2011,08/26/11,E244,131,Lupinus perennis,0.24,2.4
2011,08/26/11,E244,131,Trifolium repens,0.18,1.8
2011,08/26/11,E244,132,Aristida basiramea,6.61,66.1
2011,08/26/11,E244,132,Digitaria sp.,0.72,7.2
2011,08/26/11,E244,132,Koeleria cristata,2.37,23.7
2011,08/26/11,E244,132,Mollugo verticillata,0.01,0.1
2011,08/26/11,E244,133,Aristida basiramea,4.07,40.7
2011,08/26/11,E244,133,Digitaria sp.,0.6,6
2011,08/26/11,E244,133,Koeleria cristata,14.56,145.6
2011,08/26/11,E244,134,Agropyron repens,0.11,1.1
2011,08/26/11,E244,134,Aristida basiramea,3.17,31.7
2011,08/26/11,E244,134,Digitaria sp.,0.38,3.8
2011,08/26/11,E244,134,Euphorbia glyptosperma,0.01,0.1
2011,08/26/11,E244,134,Koeleria cristata,8.51,85.1
2011,08/26/11,E244,135,Aristida basiramea,3.37,33.7
2011,08/26/11,E244,135,Digitaria sp.,0.21,2.1
2011,08/26/11,E244,135,Koeleria cristata,6.19,61.9
2011,08/26/11,E244,136,Achillea millefolium(lanulosa),2.59,25.9
2011,08/26/11,E244,136,Andropogon gerardi,14.47,144.7
2011,08/26/11,E244,136,Lespedeza capitata,2.73,27.3
2011,08/26/11,E244,136,Lupinus perennis,18.76,187.6
2011,08/26/11,E244,136,Panicum virgatum,0.1,1
2011,08/26/11,E244,136,Poa pratensis,12.09,120.9
2011,08/26/11,E244,136,Solidago rigida,4.03,40.3
2011,08/26/11,E244,137,Andropogon gerardi,20.51,205.1
2011,08/26/11,E244,137,Lespedeza capitata,1.08,10.8
2011,08/26/11,E244,137,Liatris aspera,0.05,0.5
2011,08/26/11,E244,137,Lupinus perennis,16.35,163.5
2011,08/26/11,E244,137,Poa pratensis,14.49,144.9
2011,08/26/11,E244,137,Schizachyrium scoparium,0.58,5.8
2011,08/26/11,E244,137,Sorghastrum nutans,9.05,90.5
2011,08/26/11,E244,138,Andropogon gerardi,55.37,553.7
2011,08/26/11,E244,138,Lespedeza capitata,1.35,13.5
2011,08/26/11,E244,138,Liatris aspera,0.17,1.7
2011,08/26/11,E244,138,Lupinus perennis,7.64,76.4
2011,08/26/11,E244,138,Monarda fistulosa,2.73,27.3
2011,08/26/11,E244,138,Panicum virgatum,2.36,23.6
2011,08/26/11,E244,138,Poa pratensis,8.96,89.6
2011,08/26/11,E244,138,Schizachyrium scoparium,1.19,11.9
2011,08/26/11,E244,139,Andropogon gerardi,93.75,937.5
2011,08/26/11,E244,139,Asclepias tuberosa,0.03,0.3
2011,08/26/11,E244,139,Cyperus sp.,0.01,0.1
2011,08/26/11,E244,139,Lespedeza capitata,0.17,1.7
2011,08/26/11,E244,139,Lupinus perennis,5.8,58
2011,08/26/11,E244,139,Poa pratensis,13.12,131.2
2011,08/26/11,E244,139,Schizachyrium scoparium,0.25,2.5
2011,08/26/11,E244,139,Sorghastrum nutans,1.73,17.3
2011,08/26/11,E244,140,Achillea millefolium(lanulosa),1.27,12.7
2011,08/26/11,E244,140,Agropyron repens,0.29,2.9
2011,08/26/11,E244,140,Andropogon gerardi,51.29,512.9
2011,08/26/11,E244,140,Lupinus perennis,2.6,26
2011,08/26/11,E244,140,Monarda fistulosa,16.72,167.2
2011,08/26/11,E244,140,Panicum virgatum,0.28,2.8
2011,08/26/11,E244,140,Poa pratensis,6.26,62.6
2011,08/26/11,E244,140,Schizachyrium scoparium,0.33,3.3
2011,08/26/11,E244,140,Solidago rigida,0.58,5.8
2011,08/26/11,E244,140,Sorghastrum nutans,1.23,12.3
2011,08/26/11,E244,141,Koeleria cristata,0.24,2.4
2011,08/26/11,E244,141,Schizachyrium scoparium,2.65,26.5
2011,08/26/11,E244,142,Bouteloua gracilis,0.07,0.7
2011,08/26/11,E244,142,Erigeron canadensis,0.01,0.1
2011,08/26/11,E244,142,Schizachyrium scoparium,4.17,41.7
2011,08/26/11,E244,142,Taraxicum officinalis,0.04,0.4
2011,08/26/11,E244,143,Schizachyrium scoparium,13.14,131.4
2011,08/26/11,E244,144,Agrostis scabra,0.2,2
2011,08/26/11,E244,144,Cyperus sp.,0.01,0.1
2011,08/26/11,E244,144,Schizachyrium scoparium,1.45,14.5
2011,08/26/11,E244,145,Cyperus sp.,0.02,0.2
2011,08/26/11,E244,145,Schizachyrium scoparium,6.55,65.5
2011,08/26/11,E244,146,Andropogon gerardi,1.91,19.1
2011,08/26/11,E244,146,Aristida basiramea,0.1,1
2011,08/26/11,E244,146,Poa pratensis,0.05,0.5
2011,08/26/11,E244,146,Sorghastrum nutans,13.47,134.7
2011,08/26/11,E244,147,Aristida basiramea,0.12,1.2
2011,08/26/11,E244,147,Crepis tectorum,0.02,0.2
2011,08/26/11,E244,147,Digitaria sp.,0.1,1
2011,08/26/11,E244,147,Koeleria cristata,0.03,0.3
2011,08/26/11,E244,147,Sorghastrum nutans,22,220
2011,08/26/11,E244,147,Sporobolus cryptandrus,0.32,3.2
2011,08/26/11,E244,148,Aristida basiramea,0.05,0.5
2011,08/26/11,E244,148,Sorghastrum nutans,3.31,33.1
2011,08/26/11,E244,149,Aristida basiramea,0.02,0.2
2011,08/26/11,E244,149,Cyperus sp.,0.11,1.1
2011,08/26/11,E244,149,Digitaria sp.,0.01,0.1
2011,08/26/11,E244,149,Physalis virginiana,0.19,1.9
2011,08/26/11,E244,149,Sorghastrum nutans,4.65,46.5
2011,08/26/11,E244,150,Aristida basiramea,0.01,0.1
2011,08/26/11,E244,150,Cyperus sp.,0.07,0.7
2011,08/26/11,E244,150,Sorghastrum nutans,7.97,79.7
2011,08/26/11,E244,151,Lespedeza capitata,7.42,74.2
2011,08/26/11,E244,151,Poa pratensis,0.28,2.8
2011,08/26/11,E244,151,Schizachyrium scoparium,22.27,222.7
2011,08/26/11,E244,151,Sorghastrum nutans,0.83,8.3
2011,08/26/11,E244,151,Sporobolus cryptandrus,1.87,18.7
2011,08/26/11,E244,151,Taraxicum officinalis,0.04,0.4
2011,08/26/11,E244,152,Cyperus sp.,0.06,0.6
2011,08/26/11,E244,152,Lespedeza capitata,35.78,357.8
2011,08/26/11,E244,152,Poa pratensis,3.29,32.9
2011,08/26/11,E244,152,Schizachyrium scoparium,7.95,79.5
2011,08/26/11,E244,152,Sorghastrum nutans,1.16,11.6
2011,08/26/11,E244,153,Agropyron repens,0.15,1.5
2011,08/26/11,E244,153,Bouteloua gracilis,0.86,8.6
2011,08/26/11,E244,153,Cyperus sp.,0.22,2.2
2011,08/26/11,E244,153,Koeleria cristata,0.6,6
2011,08/26/11,E244,153,Lespedeza capitata,31.13,311.3
2011,08/26/11,E244,153,Poa pratensis,1.1,11
2011,08/26/11,E244,153,Schizachyrium scoparium,19.16,191.6
2011,08/26/11,E244,153,Sorghastrum nutans,1.97,19.7
2011,08/26/11,E244,154,Crepis tectorum,0.08,0.8
2011,08/26/11,E244,154,Lespedeza capitata,6.25,62.5
2011,08/26/11,E244,154,Poa pratensis,0.41,4.1
2011,08/26/11,E244,154,Schizachyrium scoparium,17.68,176.8
2011,08/26/11,E244,154,Sorghastrum nutans,5.63,56.3
2011,08/26/11,E244,155,Achillea millefolium(lanulosa),0.12,1.2
2011,08/26/11,E244,155,Andropogon gerardi,1.38,13.8
2011,08/26/11,E244,155,Aristida basiramea,0.41,4.1
2011,08/26/11,E244,155,Bouteloua gracilis,0.24,2.4
2011,08/26/11,E244,155,Lespedeza capitata,11.03,110.3
2011,08/26/11,E244,155,Panicum oligosanthes,0.46,4.6
2011,08/26/11,E244,155,Poa pratensis,0.73,7.3
2011,08/26/11,E244,155,Schizachyrium scoparium,3.23,32.3
2011,08/26/11,E244,155,Sorghastrum nutans,3.57,35.7
2011,08/26/11,E244,155,Taraxicum officinalis,0.04,0.4
2011,08/26/11,E244,156,Aristida basiramea,0.01,0.1
2011,08/26/11,E244,156,Cyperus sp.,0.07,0.7
2011,08/26/11,E244,156,Monarda fistulosa,2.38,23.8
2011,08/26/11,E244,156,Poa pratensis,0.03,0.3
2011,08/26/11,E244,157,Agropyron repens,0.08,0.8
2011,08/26/11,E244,157,Agrostis scabra,0.06,0.6
2011,08/26/11,E244,157,Aristida basiramea,0.02,0.2
2011,08/26/11,E244,157,Crepis tectorum,0.01,0.1
2011,08/26/11,E244,157,Cyperus sp.,0.44,4.4
2011,08/26/11,E244,157,Euphorbia glyptosperma,0.01,0.1
2011,08/26/11,E244,157,Monarda fistulosa,3.89,38.9
2011,08/26/11,E244,157,Poa pratensis,0.04,0.4
2011,08/26/11,E244,157,Solidago rigida,13.16,131.6
2011,08/26/11,E244,158,Aristida basiramea,0.08,0.8
2011,08/26/11,E244,158,Monarda fistulosa,13.35,133.5
2011,08/26/11,E244,158,Petalostemum purpureum,0.01,0.1
2011,08/26/11,E244,158,Poa pratensis,0.05,0.5
2011,08/26/11,E244,158,Taraxicum officinalis,0.03,0.3
2011,08/26/11,E244,159,Andropogon gerardi,1.31,13.1
2011,08/26/11,E244,159,Aristida basiramea,0.24,2.4
2011,08/26/11,E244,159,Euphorbia glyptosperma,0.02,0.2
2011,08/26/11,E244,159,Monarda fistulosa,5.36,53.6
2011,08/26/11,E244,159,Sporobolus cryptandrus,0.01,0.1
2011,08/26/11,E244,159,Taraxicum officinalis,0.01,0.1
2011,08/26/11,E244,160,Agrostis scabra,0.18,1.8
2011,08/26/11,E244,160,Monarda fistulosa,11.78,117.8
2011,08/26/11,E244,160,Poa pratensis,0.01,0.1
2011,08/26/11,E244,160,Rumex acetosella,0.05,0.5
2011,08/26/11,E244,160,Schizachyrium scoparium,0.05,0.5
2011,08/26/11,E244,160,Solidago rigida,0.16,1.6
2011,08/26/11,E244,160,Sorghastrum nutans,0.06,0.6
2011,08/26/11,E244,161,Agropyron repens,0.3,3
2011,08/26/11,E244,161,Aristida basiramea,0.03,0.3
2011,08/26/11,E244,161,Bouteloua gracilis,0.05,0.5
2011,08/26/11,E244,161,Crepis tectorum,0.08,0.8
2011,08/26/11,E244,161,Cyperus sp.,0.22,2.2
2011,08/26/11,E244,161,Digitaria sp.,0.4,4
2011,08/26/11,E244,161,Euphorbia glyptosperma,0.03,0.3
2011,08/26/11,E244,161,Lactuca sp.,0.06,0.6
2011,08/26/11,E244,161,Lespedeza capitata,0.09,0.9
2011,08/26/11,E244,161,Mollugo verticillata,0.01,0.1
2011,08/26/11,E244,161,Petalostemum purpureum,37.76,377.6
2011,08/26/11,E244,161,Poa pratensis,0.16,1.6
2011,08/26/11,E244,161,Sporobolus cryptandrus,0.03,0.3
2011,08/26/11,E244,162,Agropyron repens,1.12,11.2
2011,08/26/11,E244,162,Aristida basiramea,0.16,1.6
2011,08/26/11,E244,162,Bouteloua gracilis,0.2,2
2011,08/26/11,E244,162,Crepis tectorum,0.1,1
2011,08/26/11,E244,162,Cyperus sp.,0.07,0.7
2011,08/26/11,E244,162,Digitaria sp.,0.59,5.9
2011,08/26/11,E244,162,Euphorbia glyptosperma,0.04,0.4
2011,08/26/11,E244,162,Lepidium densiflorum,0.01,0.1
2011,08/26/11,E244,162,Petalostemum purpureum,36.7,367
2011,08/26/11,E244,162,Poa pratensis,0.58,5.8
2011,08/26/11,E244,162,Taraxicum officinalis,0.54,5.4
2011,08/26/11,E244,163,Agropyron repens,0.18,1.8
2011,08/26/11,E244,163,Aristida basiramea,0.2,2
2011,08/26/11,E244,163,Bouteloua gracilis,0.33,3.3
2011,08/26/11,E244,163,Calamovilfa longifolia,0.09,0.9
2011,08/26/11,E244,163,Crepis tectorum,0.19,1.9
2011,08/26/11,E244,163,Cyperus sp.,0.13,1.3
2011,08/26/11,E244,163,Digitaria sp.,0.17,1.7
2011,08/26/11,E244,163,Euphorbia glyptosperma,0.01,0.1
2011,08/26/11,E244,163,Hedeoma hispida,0.01,0.1
2011,08/26/11,E244,163,Lepidium densiflorum,0.01,0.1
2011,08/26/11,E244,163,Petalostemum purpureum,27.97,279.7
2011,08/26/11,E244,163,Poa pratensis,0.06,0.6
2011,08/26/11,E244,163,Polygonum tenue,0.61,6.1
2011,08/26/11,E244,163,Schizachyrium scoparium,0.34,3.4
2011,08/26/11,E244,164,Agropyron repens,0.62,6.2
2011,08/26/11,E244,164,Aristida basiramea,0.21,2.1
2011,08/26/11,E244,164,Bouteloua gracilis,0.04,0.4
2011,08/26/11,E244,164,Cyperus sp.,0.65,6.5
2011,08/26/11,E244,164,Digitaria sp.,0.12,1.2
2011,08/26/11,E244,164,Euphorbia glyptosperma,0.08,0.8
2011,08/26/11,E244,164,Hedeoma hispida,0.08,0.8
2011,08/26/11,E244,164,Lepidium densiflorum,0.01,0.1
2011,08/26/11,E244,164,Mollugo verticillata,0.16,1.6
2011,08/26/11,E244,164,Petalostemum purpureum,12.08,120.8
2011,08/26/11,E244,164,Poa pratensis,0.21,2.1
2011,08/26/11,E244,164,Polygonum tenue,0.84,8.4
2011,08/26/11,E244,164,Schizachyrium scoparium,0.09,0.9
2011,08/26/11,E244,164,Taraxicum officinalis,0.01,0.1
2011,08/26/11,E244,165,Aristida basiramea,0.16,1.6
2011,08/26/11,E244,165,Bouteloua gracilis,1.37,13.7
2011,08/26/11,E244,165,Crepis tectorum,0.01,0.1
2011,08/26/11,E244,165,Cyperus sp.,0.45,4.5
2011,08/26/11,E244,165,Lepidium densiflorum,0.02,0.2
2011,08/26/11,E244,165,Lupinus perennis,0.01,0.1
2011,08/26/11,E244,165,Petalostemum purpureum,13.91,139.1
2011,08/26/11,E244,165,Poa pratensis,0.16,1.6
2011,08/26/11,E244,165,Sorghastrum nutans,0.03,0.3
2011,08/26/11,E244,166,Andropogon gerardi,44.4,444
2011,08/26/11,E244,166,Bouteloua gracilis,0.05,0.5
2011,08/26/11,E244,166,Coreopsis palmata,0.83,8.3
2011,08/26/11,E244,166,Cyperus sp.,0.43,4.3
2011,08/26/11,E244,166,Equisetum laevigatum,0.66,6.6
2011,08/26/11,E244,166,Lespedeza capitata,5.35,53.5
2011,08/26/11,E244,166,Lupinus perennis,7.59,75.9
2011,08/26/11,E244,166,Oxybaphus hirsutus,0.01,0.1
2011,08/26/11,E244,166,Panicum oligosanthes,0.24,2.4
2011,08/26/11,E244,166,Schizachyrium scoparium,0.7,7
2011,08/26/11,E244,166,Solidago rigida,12.95,129.5
2011,08/26/11,E244,166,Sorghastrum nutans,2.69,26.9
2011,08/26/11,E244,166,Sporobolus cryptandrus,0.54,5.4
2011,08/26/11,E244,167,Agrostis scabra,1.08,10.8
2011,08/26/11,E244,167,Andropogon gerardi,45.72,457.2
2011,08/26/11,E244,167,Cyperus sp.,0.06,0.6
2011,08/26/11,E244,167,Eragrostis spectabilis,1.7,17
2011,08/26/11,E244,167,Lespedeza capitata,1.45,14.5
2011,08/26/11,E244,167,Lupinus perennis,11.98,119.8
2011,08/26/11,E244,167,Oxybaphus hirsutus,2.78,27.8
2011,08/26/11,E244,167,Poa pratensis,1.54,15.4
