spec-date,ER244.Plot,rep,Species,vial.dry.wt.g,sample.wt.g,residual.wt.g,sample.mass.mg,vial.and.liquid.g,extraction.vol.mL, abs.at.880,tube.conc.ug.per.L,ext.vol.L,vial.P.ug,sample.mass.ug,pct.P
3.21.12,48,1,lupine,20.753,2.549,0.007,2.542,30.603,9.85,0.2715,390.023137,0.00985,3.841727899,2542,0.15113013
3.21.12,48,2,lupine,20.859,2.316,0.038,2.278,30.684,9.825,0.2133,305.8460268,0.009825,3.004937214,2278,0.131911203
3.21.12,48,3,lupine,20.773,2.566,0.015,2.551,30.589,9.816,0.2664,382.6467923,0.009816,3.756060913,2551,0.147238766
3.21.12,49,1,lupine,20.99,2.464,0.023,2.441,30.759,9.769,0.2351,337.3762846,0.009769,3.295828924,2441,0.13501962
3.21.12,49,2,lupine,20.845,2.471,0.122,2.349,30.624,9.779,0.2167,310.76359,0.009779,3.038957146,2349,0.129372377
3.21.12,49,3,lupine,20.829,2.557,0.008,2.549,30.39,9.561,0.2444,350.8272661,0.009561,3.354259491,2549,0.131591192
3.21.12,50,1,lupine,20.863,2.089,0.025,2.064,30.713,9.85,0.177,253.3438087,0.00985,2.495436515,2064,0.120902932
3.21.12,50,2,lupine,20.808,2.536,0.012,2.524,30.536,9.728,0.237,340.1243346,0.009728,3.308729527,2524,0.13109071
3.21.12,50,3,lupine,20.765,2.327,0.021,2.306,30.598,9.833,0.2112,302.8087084,0.009833,2.97751803,2306,0.12912047
3.21.12,176,1,lupine,20.852,2.19,0.015,2.175,30.145,9.293,0.2801,402.461679,0.009293,3.740076383,2175,0.171957535
3.21.12,176,2,lupine,20.836,2.231,0.016,2.215,30.647,9.811,0.2625,377.0060581,0.009811,3.698806436,2215,0.166989004
3.21.12,176,3,lupine,20.875,2.381,0.025,2.356,30.24,9.365,0.2957,425.0246158,0.009365,3.980355527,2356,0.168945481
3.21.12,177,1,lupine,20.813,2.466,0.019,2.447,30.553,9.74,0.1951,279.5226006,0.00974,2.72255013,2447,0.111260733
3.21.12,177,2,lupine,20.699,2.532,0,2.532,30.488,9.789,0.1997,286.1757743,0.009789,2.801374655,2532,0.110638809
3.21.12,177,3,lupine,20.879,2.226,0,2.226,30.672,9.793,0.1802,257.9721034,0.009793,2.526320808,2226,0.113491501
3.21.12,178,1,lupine,20.929,2.168,0.016,2.152,30.45,9.521,0.2165,310.4743216,0.009521,2.956026016,2152,0.137361804
3.21.12,178,2,lupine,20.817,2.308,0.005,2.303,30.607,9.79,0.2332,334.6282346,0.00979,3.276010417,2303,0.142249692
3.21.12,178,3,lupine,20.754,2.247,0.009,2.238,30.499,9.745,0.2297,329.5660373,0.009745,3.211621033,2238,0.143504068
3.21.12,179,1,lupine,20.985,2.212,0.016,2.196,30.657,9.672,0.1829,261.877227,0.009672,2.53287654,2196,0.115340462
3.21.12,179,2,lupine,20.912,2.583,0.013,2.57,30.682,9.77,0.218,312.6438347,0.00977,3.054530265,2570,0.118853318
3.21.12,179,3,lupine,20.842,2.191,0.009,2.182,30.634,9.792,0.16,228.755993,0.009792,2.239978683,2182,0.102657135
3.21.12,app chk,1,nist apple,20.639,2.281,0.072,2.209,30.335,9.696,0.2514,360.9516608,0.009696,3.499787303,2209,0.158433106
3.21.12,app chk,2,nist apple,20.83,2.511,0.035,2.476,30.571,9.741,0.2856,410.4165606,0.009741,3.997867716,2476,0.16146477
3.21.12,app chk,3,nist apple,20.81,2.138,0.037,2.101,30.606,9.796,0.2354,337.8101872,0.009796,3.309188594,2101,0.157505407
